experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
MI,FT,Machine Learning Engineer,126000,North America,0,North America,M
MI,FT,Data Engineer,50000,North America,0,North America,M
EN,FT,Data Analyst,65000,North America,0,North America,M
SE,FT,Software Engineer,282200,North America,0,North America,M
EN,FT,Data Analyst,56666,Europe,100,Europe,M
MI,FT,Research Scientist,86000,North America,0,North America,M
SE,FT,Data Engineer,337250,North America,0,North America,M
MI,FT,Data Engineer,134000,North America,100,North America,M
SE,FT,Machine Learning Engineer,235000,North America,100,North America,M
MI,FT,Research Scientist,122200,North America,0,North America,M
SE,FT,Data Scientist,133800,North America,0,North America,M
MI,FT,Research Scientist,138000,North America,0,North America,M
EN,PT,Engineer,62000,North America,0,North America,M
SE,FT,Software Engineer,125400,North America,0,North America,M
SE,FT,Software Engineer,206300,North America,100,North America,M
SE,FT,Research Scientist,202350,North America,0,North America,M
MI,FT,Analyst,104500,North America,0,North America,M
MI,FT,Machine Learning Engineer,250900,North America,0,North America,M
SE,FT,Software Engineer,239000,North America,0,North America,M
EN,FT,Manager,60000,North America,0,North America,M
SE,FT,Data Engineer,128000,North America,0,North America,M
SE,FT,Analyst,180000,North America,0,North America,M
SE,FT,Analyst,85000,North America,100,North America,M
SE,FT,Data Engineer,188640,North America,0,North America,M
SE,FT,Manager,150300,North America,0,North America,M
EN,FT,Data Analyst,71800,North America,0,North America,M
SE,FT,Data Engineer,164700,North America,100,North America,M
MI,FT,Machine Learning Engineer,110000,North America,100,North America,M
MI,FT,Software Engineer,124000,North America,0,North America,M
SE,FT,Engineer,154000,North America,0,North America,M
SE,FT,Machine Learning Engineer,166000,North America,0,North America,M
SE,FT,Data Scientist,304496,North America,100,North America,M
MI,FT,Data Engineer,95000,North America,0,North America,M
SE,FT,Data Engineer,110004,North America,0,North America,M
SE,FT,Software Engineer,192500,North America,0,North America,M
EX,FT,Engineer,300000,North America,0,North America,M
SE,FT,Data Scientist,104000,North America,0,North America,M
SE,FT,Data Analyst,157000,North America,100,North America,M
SE,FT,Manager,113900,North America,100,North America,M
SE,FT,Research Scientist,170500,North America,0,North America,L
SE,FT,Analyst,87280,North America,0,North America,M
EX,FT,Data Engineer,208400,North America,0,North America,M
SE,FT,Engineer,99200,North America,0,North America,M
MI,FT,Software Engineer,168700,North America,0,North America,M
MI,FT,Data Scientist,154273,North America,0,North America,M
MI,FT,Data Engineer,101970,North America,0,North America,M
SE,FT,Manager,92190,North America,0,North America,M
SE,FT,Software Engineer,268500,North America,0,North America,M
SE,FT,Software Engineer,110000,North America,100,North America,M
EN,FT,Engineer,95000,North America,0,North America,M
EN,FT,Data Scientist,40000,North America,0,North America,M
SE,FT,Machine Learning Engineer,161200,North America,100,North America,M
SE,FT,Software Engineer,245000,North America,0,North America,M
MI,FT,Data Engineer,78000,Europe,0,Europe,M
MI,FT,Data Scientist,124800,North America,0,North America,M
MI,FT,Manager,167000,North America,0,North America,M
SE,FT,Machine Learning Engineer,198000,North America,0,North America,M
SE,FT,Data Analyst,131414,North America,100,North America,M
EN,PT,Engineer,38000,North America,0,North America,M
SE,FT,Machine Learning Engineer,212000,North America,0,North America,M
MI,FT,Engineer,201200,North America,0,North America,L
MI,FT,Data Analyst,75000,North America,0,North America,M
SE,FT,Machine Learning Engineer,267444,North America,0,North America,M
SE,FT,Data Scientist,95105,North America,0,North America,M
MI,FT,Data Engineer,151300,North America,0,North America,M
SE,FT,Data Scientist,151200,North America,0,North America,M
SE,FT,Engineer,208936,North America,0,North America,M
EN,FT,Data Scientist,44000,Europe,0,Europe,M
SE,FT,Data Architect,175888,North America,0,North America,M
EN,FT,Data Scientist,82915,North America,0,North America,M
SE,FT,Engineer,89600,North America,0,North America,M
MI,FT,Engineer,201250,North America,0,North America,M
MI,FT,Data Scientist,212000,North America,0,North America,M
SE,FT,Machine Learning Engineer,216700,North America,100,North America,M
EX,FT,Data Engineer,314000,North America,0,North America,M
SE,FT,Data Analyst,86250,North America,0,North America,M
EN,FT,Data Analyst,82402,North America,0,North America,M
MI,FT,Engineer,170000,North America,0,North America,M
EN,FT,Software Engineer,180000,North America,0,North America,M
MI,FT,Data Scientist,88995,Oceania,0,Oceania,M
EN,FT,Software Engineer,80000,North America,0,North America,M
SE,FT,Software Engineer,259000,North America,100,North America,M
MI,FT,Data Scientist,112600,North America,0,North America,M
MI,FT,Data Engineer,242100,North America,0,North America,M
SE,FT,Data Analyst,92800,North America,100,North America,M
SE,FT,Data Analyst,76000,North America,0,North America,M
SE,FT,Software Engineer,275000,North America,0,North America,M
MI,FT,Research Scientist,284000,North America,0,North America,M
MI,FT,Data Engineer,290000,North America,0,North America,M
MI,FT,Data Scientist,131200,North America,100,North America,M
MI,FT,Data Scientist,147400,North America,0,North America,M
SE,FT,Machine Learning Engineer,196350,North America,100,North America,M
SE,FT,Data Analyst,51962,North America,0,North America,M
SE,FT,Machine Learning Engineer,228800,North America,0,North America,M
MI,FT,Data Analyst,117500,North America,0,North America,M
MI,FT,Data Engineer,144000,North America,0,North America,M
MI,FT,Data Scientist,259000,North America,0,North America,M
EN,FT,Data Analyst,112140,North America,0,North America,M
SE,FT,Research Scientist,224000,North America,0,North America,M
MI,FT,Data Scientist,61105,Europe,0,Europe,M
SE,FT,Software Engineer,193000,North America,100,North America,M
SE,FT,Software Engineer,85000,North America,0,North America,M
MI,FT,Data Scientist,124000,North America,0,North America,M
SE,FT,Software Engineer,250800,North America,0,North America,M
MI,FT,Machine Learning Engineer,119800,North America,0,North America,M
MI,FT,Manager,69240,North America,0,North America,M
EX,FT,Engineer,274800,North America,0,North America,M
EN,FT,Data Analyst,37000,North America,100,North America,M
EN,FT,Data Analyst,70000,North America,0,North America,M
SE,FT,Data Engineer,106500,North America,0,North America,M
MI,FT,Engineer,112000,North America,0,North America,M
MI,FT,Data Analyst,56392,North America,0,North America,M
EN,FT,Data Engineer,119200,North America,100,North America,M
MI,FT,Analyst,117000,North America,0,North America,M
SE,FT,Data Engineer,122300,North America,0,North America,M
EN,FT,Machine Learning Engineer,150000,North America,0,North America,M
SE,FT,Data Engineer,220900,North America,0,North America,M
MI,FT,Data Scientist,189800,North America,100,North America,M
MI,FT,Data Scientist,310000,North America,0,North America,M
SE,FT,Data Scientist,159408,North America,100,North America,M
SE,FT,Research Scientist,179000,North America,0,North America,M
SE,FT,Machine Learning Engineer,145400,North America,0,North America,M
EN,FT,Software Engineer,89700,North America,0,North America,M
SE,FT,Software Engineer,222000,North America,100,North America,M
SE,FT,Data Engineer,179000,North America,0,North America,M
MI,FT,Data Scientist,78230,North America,0,North America,M
SE,FT,Research Scientist,199500,North America,0,North America,M
SE,FT,Data Engineer,113000,North America,0,North America,M
MI,FT,Engineer,112200,North America,0,North America,M
EN,FT,Software Engineer,112200,North America,0,North America,M
MI,FT,Data Scientist,88700,North America,0,North America,M
SE,FT,Software Engineer,215197,North America,0,North America,M
MI,FT,Data Scientist,267100,North America,0,North America,M
MI,FT,Software Engineer,188600,North America,0,North America,M
SE,FT,Data Scientist,70600,North America,0,North America,M
SE,FT,Software Engineer,183000,North America,100,North America,M
SE,FT,Software Engineer,223000,North America,100,North America,M
SE,FT,Software Engineer,249800,North America,0,North America,M
MI,FT,Software Engineer,75600,North America,0,North America,M
SE,FT,Software Engineer,337250,North America,0,North America,M
SE,FT,Data Engineer,95797,North America,0,North America,M
MI,FT,Data Scientist,83800,North America,0,North America,M
SE,FT,Analyst,96750,North America,0,North America,M
SE,FT,Software Engineer,193000,Europe,0,Europe,M
SE,FT,Data Engineer,104000,North America,0,North America,M
SE,FT,Data Scientist,232700,North America,0,North America,M
SE,FT,Data Scientist,198065,North America,0,North America,M
SE,FT,Data Scientist,109100,North America,0,North America,M
MI,FT,Data Analyst,70000,North America,0,North America,M
MI,FT,Software Engineer,115000,North America,0,North America,M
SE,FT,Data Engineer,201900,North America,0,North America,M
MI,FT,Data Engineer,299792,North America,0,North America,M
MI,FT,Manager,159000,North America,0,North America,M
SE,FT,Data Scientist,108000,North America,100,North America,M
SE,FT,Data Engineer,95000,North America,0,North America,M
SE,FT,Software Engineer,177688,North America,0,North America,M
SE,FT,Data Scientist,155000,North America,100,North America,M
EN,FT,Data Scientist,196700,North America,0,North America,M
MI,FT,Manager,84700,North America,0,North America,M
MI,FT,Software Engineer,139476,North America,0,North America,M
EN,FT,Data Analyst,195500,North America,0,North America,M
MI,FT,Manager,113500,North America,0,North America,M
SE,FT,Machine Learning Engineer,264500,North America,100,North America,M
SE,FT,Software Engineer,152400,North America,0,North America,M
MI,FT,Software Engineer,219696,North America,0,North America,M
SE,FT,Machine Learning Engineer,96900,North America,0,North America,M
EN,FT,Data Analyst,95500,North America,0,North America,M
SE,FT,Analyst,149500,North America,0,North America,M
SE,FT,Engineer,160000,North America,100,North America,M
SE,FT,Machine Learning Engineer,70000,North America,0,North America,M
EN,FT,Data Analyst,83500,North America,0,North America,M
MI,FT,Data Scientist,78320,North America,0,North America,M
SE,FT,Data Engineer,235745,North America,100,North America,M
SE,FT,Data Analyst,122000,North America,100,North America,M
MI,FT,Engineer,113000,North America,100,North America,M
SE,FT,Data Scientist,265200,North America,100,North America,M
EN,FT,Data Analyst,83400,North America,0,North America,M
MI,FT,Data Scientist,158100,North America,0,North America,M
SE,FT,Data Engineer,80000,North America,0,North America,M
MI,FT,Manager,102500,North America,0,North America,M
MI,FT,Engineer,87360,North America,100,North America,M
SE,FT,Analyst,188640,North America,0,North America,M
MI,FT,Data Scientist,287800,North America,0,North America,M
MI,FT,Software Engineer,155000,North America,100,North America,M
SE,FT,Data Analyst,148000,North America,0,North America,M
MI,FT,Data Engineer,145000,North America,0,North America,M
SE,FT,Software Engineer,258524,North America,0,North America,M
SE,FT,Data Architect,227000,North America,0,North America,M
SE,FT,Data Analyst,128000,North America,100,North America,M
SE,FT,Engineer,110000,North America,100,North America,M
EN,FT,Data Scientist,154000,North America,100,North America,M
SE,FT,Data Scientist,84500,North America,0,North America,M
SE,FT,Software Engineer,178200,North America,100,North America,M
MI,FT,Data Analyst,76313,North America,0,North America,M
SE,FT,Data Engineer,86000,North America,0,North America,M
MI,FT,Machine Learning Engineer,202000,North America,0,North America,M
MI,FT,Manager,108500,North America,0,North America,M
SE,FT,Data Engineer,116100,North America,100,North America,M
SE,FT,Research Scientist,166000,North America,0,North America,M
MI,FT,Data Engineer,175457,North America,0,North America,M
SE,FT,Data Architect,156200,North America,0,North America,M
SE,FT,Data Scientist,245500,North America,100,North America,M
SE,FT,Data Engineer,118094,North America,0,North America,M
EX,FT,Software Engineer,160000,North America,0,North America,M
SE,FT,Manager,337000,North America,0,North America,M
EX,FT,Data Scientist,233850,North America,0,North America,M
SE,FT,Data Architect,84500,North America,100,North America,M
SE,FT,Data Engineer,25000,North America,100,North America,M
SE,FT,Manager,159000,North America,0,North America,M
MI,FT,Machine Learning Engineer,157600,North America,0,North America,M
SE,FT,Machine Learning Engineer,199000,North America,0,North America,M
SE,FT,Research Scientist,206800,North America,0,North America,M
MI,FT,Data Engineer,275000,North America,0,North America,M
SE,FT,Manager,227200,North America,0,North America,M
MI,FT,Software Engineer,185849,North America,0,North America,M
SE,FT,Machine Learning Engineer,208300,North America,0,North America,M
SE,FT,Software Engineer,77777,Europe,100,Europe,M
EX,FT,Data Scientist,97254,North America,0,North America,M
EN,FT,Data Analyst,156000,North America,0,North America,M
MI,FT,Data Analyst,66000,North America,0,North America,M
EN,FT,Data Analyst,48508,North America,0,North America,M
EN,FT,Data Scientist,114400,North America,100,North America,M
