experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
SE,FT,Data Scientist,204200,North America,0,North America,M
SE,FT,Data Engineer,288000,North America,0,North America,M
SE,FT,Machine Learning Engineer,342000,North America,0,North America,M
MI,FT,Manager,160000,North America,0,North America,M
SE,FT,Engineer,172500,North America,0,North America,M
EN,FT,Data Scientist,72222,Europe,0,Europe,M
MI,FT,Data Scientist,68552,North America,100,North America,M
SE,FT,Software Engineer,223000,North America,0,North America,M
SE,FT,Data Engineer,139500,North America,0,North America,M
SE,FT,Data Analyst,92920,North America,0,North America,M
SE,FT,Data Architect,143537,North America,0,North America,M
SE,FT,Data Engineer,242000,North America,0,North America,M
EN,FT,Data Engineer,158620,North America,0,North America,M
SE,FT,Data Scientist,257000,North America,100,North America,M
SE,FT,Data Scientist,192300,North America,0,North America,M
SE,FT,Data Scientist,324000,North America,0,North America,M
MI,FT,Engineer,138000,North America,0,North America,M
MI,FT,Data Engineer,172400,North America,0,North America,M
SE,FT,Data Scientist,67100,North America,0,North America,M
SE,FT,Software Engineer,166000,North America,100,North America,M
SE,FT,Software Engineer,260590,North America,0,North America,M
SE,FT,Data Architect,67500,Europe,0,Europe,M
SE,FT,Data Architect,67200,North America,0,North America,M
EN,FT,Research Scientist,177000,North America,0,North America,M
SE,FT,Software Engineer,136800,North America,0,North America,M
SE,FT,Manager,160300,North America,100,North America,M
EN,FT,Data Analyst,83000,Europe,0,Europe,M
MI,FT,Engineer,97000,North America,100,North America,M
MI,FT,Data Scientist,216200,North America,0,North America,M
SE,FT,Software Engineer,306000,North America,0,North America,M
SE,FT,Software Engineer,300000,Oceania,0,Oceania,M
SE,FT,Software Engineer,160800,North America,100,North America,M
MI,FT,Data Engineer,230000,North America,0,North America,M
SE,FT,Machine Learning Engineer,124839,North America,0,North America,M
SE,FT,Data Engineer,127878,Europe,0,Europe,M
SE,FT,Data Scientist,125500,North America,0,North America,L
MI,FT,Data Engineer,148045,North America,0,North America,M
SE,FT,Software Engineer,235000,North America,0,North America,M
SE,FT,Software Engineer,193000,North America,0,North America,M
MI,FT,Data Engineer,169223,North America,0,North America,M
EN,FT,Data Analyst,199000,North America,0,North America,M
MI,FT,Data Analyst,63511,North America,100,North America,M
MI,FT,Manager,130000,North America,0,North America,M
MI,FT,Manager,109800,North America,0,North America,M
MI,FT,Machine Learning Engineer,158100,North America,0,North America,M
MI,FT,Data Analyst,59570,North America,0,North America,M
EN,FT,Data Analyst,79400,North America,0,North America,M
SE,FT,Data Engineer,136800,North America,0,North America,M
MI,FT,Software Engineer,185854,North America,0,North America,M
MI,FT,Data Analyst,64000,North America,0,North America,M
SE,FT,Data Analyst,155000,Asia,0,Asia,M
MI,FT,Data Engineer,210000,North America,100,North America,M
EN,FT,Data Analyst,198000,North America,0,North America,M
SE,FT,Machine Learning Engineer,142600,North America,0,North America,M
MI,FT,Data Analyst,84000,North America,0,North America,M
SE,FT,Data Analyst,106000,North America,0,North America,M
SE,FT,Data Analyst,191000,North America,100,North America,M
EN,FT,Data Analyst,66000,North America,100,North America,M
MI,FT,Data Analyst,140663,North America,0,North America,M
SE,FT,Data Analyst,240000,North America,0,North America,M
MI,FT,Data Engineer,120470,North America,0,North America,M
EN,FT,Data Analyst,220984,Europe,0,Europe,M
EX,FT,Engineer,323000,North America,0,North America,M
SE,FT,Data Engineer,120715,North America,0,North America,M
SE,FT,Manager,194000,North America,0,North America,M
SE,FT,Engineer,152000,North America,0,North America,M
MI,FT,Data Engineer,139100,North America,0,North America,L
SE,FT,Engineer,105100,North America,0,North America,M
MI,FT,Data Analyst,81200,North America,0,North America,M
MI,FT,Engineer,251094,North America,0,North America,M
EN,FT,Data Analyst,65400,North America,0,North America,M
SE,FT,Data Architect,112500,Europe,0,Europe,M
SE,FT,Manager,66000,Asia,100,Asia,M
MI,FT,Data Scientist,137930,North America,0,North America,M
EN,PT,Data Analyst,48000,North America,100,North America,M
SE,FT,Software Engineer,210600,North America,0,North America,M
MI,FT,Data Scientist,297000,North America,0,North America,M
SE,FT,Data Engineer,61875,Europe,0,Europe,M
SE,FT,Data Analyst,80500,North America,0,North America,M
MI,FT,Manager,92000,North America,100,North America,M
SE,FT,Software Engineer,147000,North America,0,North America,M
SE,FT,Software Engineer,193960,North America,100,North America,M
SE,FT,Software Engineer,112000,Oceania,0,Oceania,M
MI,FT,Research Scientist,177688,North America,0,North America,M
SE,FT,Data Engineer,141500,North America,0,North America,M
MI,FT,Data Scientist,142500,North America,0,North America,M
SE,FT,Data Scientist,190600,North America,100,North America,M
SE,FT,Data Scientist,94400,North America,100,North America,M
MI,FT,Machine Learning Engineer,66000,South America,100,South America,M
SE,FT,Data Architect,99812,North America,0,North America,M
EN,FT,Research Scientist,112200,North America,0,North America,M
SE,FT,Data Scientist,223100,North America,0,North America,M
SE,FT,Data Engineer,312200,North America,0,North America,M
MI,FT,Machine Learning Engineer,203100,North America,0,North America,M
MI,FT,Manager,300000,North America,0,North America,M
SE,FT,Software Engineer,107000,North America,0,North America,M
MI,FT,Data Scientist,87300,North America,100,North America,M
SE,FT,Data Scientist,67500,North America,0,North America,M
MI,FT,Data Scientist,26666,North America,0,North America,L
SE,FT,Engineer,237000,North America,0,North America,M
SE,FT,Software Engineer,236250,North America,0,North America,M
SE,FT,Data Scientist,186526,North America,0,North America,M
SE,FT,Data Engineer,120633,North America,0,North America,M
MI,FT,Data Scientist,132600,North America,0,North America,M
SE,FT,Data Scientist,282200,North America,0,North America,M
MI,FT,Data Scientist,146000,North America,0,North America,M
SE,FT,Data Scientist,167000,North America,0,North America,M
MI,FT,Data Analyst,117000,North America,0,North America,M
SE,FT,Data Engineer,213400,North America,0,North America,M
SE,FT,Data Scientist,117343,North America,0,North America,M
EN,FT,Data Analyst,66447,Europe,100,Europe,M
EX,FT,Software Engineer,229986,North America,0,North America,M
SE,FT,Software Engineer,154960,North America,0,North America,M
EX,FT,Machine Learning Engineer,265000,North America,0,North America,M
MI,FT,Data Engineer,147900,North America,0,North America,M
EN,FT,Data Scientist,162240,North America,100,North America,M
MI,FT,Analyst,109000,North America,100,North America,M
SE,FT,Data Engineer,162000,North America,100,North America,M
SE,FT,Data Engineer,159000,North America,0,North America,M
EN,FT,Engineer,60000,North America,0,North America,M
MI,FT,Manager,175000,North America,0,North America,M
EN,FT,Data Analyst,62832,North America,0,North America,M
SE,FT,Data Engineer,166000,North America,0,North America,M
SE,FT,Data Engineer,125000,North America,100,North America,M
SE,FT,Engineer,162866,North America,0,North America,M
MI,FT,Machine Learning Engineer,106050,North America,0,North America,M
EN,FT,Data Analyst,79643,North America,0,North America,M
MI,FT,Data Scientist,68750,Europe,0,Europe,M
SE,FT,Data Scientist,66666,Europe,0,Europe,M
SE,FT,Data Scientist,310270,North America,0,North America,M
MI,FT,Data Scientist,196500,North America,0,North America,M
SE,FT,Data Scientist,137500,Europe,0,Europe,M
SE,FT,Software Engineer,90950,North America,0,North America,M
SE,FT,Manager,176000,North America,100,North America,M
MI,FT,Software Engineer,113500,North America,0,North America,M
SE,FT,Research Scientist,76915,North America,0,North America,M
MI,FT,Data Engineer,108400,North America,0,North America,M
SE,FT,Data Analyst,117000,North America,100,North America,M
EN,FT,Software Engineer,40000,Asia,100,Asia,M
MI,FT,Data Scientist,57753,Europe,0,Europe,M
SE,FT,Data Scientist,212109,North America,0,North America,M
SE,FT,Data Engineer,196700,North America,0,North America,M
SE,FT,Data Analyst,174700,North America,0,North America,M
SE,FT,Data Architect,299792,North America,0,North America,M
SE,FT,Analyst,147000,North America,0,North America,M
SE,FT,Software Engineer,331320,North America,100,North America,M
SE,FT,Engineer,254000,North America,0,North America,M
EX,FT,Data Engineer,273600,North America,100,North America,M
SE,FT,Data Scientist,126847,North America,0,North America,M
SE,FT,Data Scientist,113050,North America,0,North America,M
SE,FT,Data Engineer,124740,North America,0,North America,M
SE,FT,Software Engineer,201650,North America,0,North America,M
SE,FT,Data Architect,220000,North America,100,North America,M
SE,FT,Machine Learning Engineer,306000,North America,0,North America,M
SE,FT,Manager,293800,North America,0,North America,M
SE,FT,Data Analyst,85700,North America,0,North America,M
SE,FT,Engineer,247250,North America,0,North America,M
SE,FT,Data Engineer,120800,North America,0,North America,M
SE,FT,Data Engineer,209000,North America,100,North America,M
SE,FT,Engineer,189000,North America,0,North America,M
SE,FT,Analyst,85300,North America,0,North America,M
MI,FT,Data Scientist,198800,North America,0,North America,M
MI,FT,Engineer,154818,North America,0,North America,M
MI,FT,Data Scientist,58400,North America,0,North America,M
MI,FT,Software Engineer,105000,North America,100,North America,M
SE,FT,Data Scientist,188000,North America,0,North America,M
EN,FT,Data Scientist,164800,North America,100,North America,M
SE,FT,Data Analyst,122200,North America,0,North America,M
SE,FT,Software Engineer,299000,North America,0,North America,M
MI,FT,Manager,156500,North America,0,North America,M
MI,FT,Data Engineer,164200,North America,0,North America,M
EN,FT,Data Analyst,65407,North America,0,North America,M
MI,FT,Manager,166000,North America,100,North America,M
SE,FT,Manager,248000,North America,0,North America,M
SE,FT,Manager,179655,North America,0,North America,M
EX,FT,Machine Learning Engineer,179200,North America,0,North America,M
SE,FT,Data Engineer,149750,North America,100,North America,M
MI,FT,Data Scientist,109000,North America,100,North America,M
MI,FT,Software Engineer,117500,North America,0,North America,M
EN,FT,Data Analyst,116300,North America,0,North America,L
SE,FT,Analyst,188000,North America,0,North America,M
SE,FT,Data Engineer,181100,North America,0,North America,M
MI,FT,Data Engineer,50000,Europe,0,Europe,M
EN,FT,Data Analyst,25960,Europe,0,Europe,M
SE,FT,Engineer,234400,North America,0,North America,M
MI,FT,Data Analyst,60000,Europe,0,Europe,M
SE,FT,Manager,299375,North America,0,North America,M
EN,FT,Data Analyst,83552,North America,100,North America,M
SE,FT,Manager,120000,North America,0,North America,M
MI,FT,Data Analyst,86400,North America,0,North America,M
SE,FT,Data Engineer,279400,North America,100,North America,M
SE,FT,Data Analyst,117000,North America,0,North America,M
SE,FT,Data Analyst,94400,North America,0,North America,M
EX,FT,Data Scientist,190500,North America,100,North America,M
EN,FT,Data Analyst,180700,North America,0,North America,M
MI,FT,Data Scientist,95776,North America,100,North America,M
SE,FT,Engineer,127500,North America,0,North America,M
MI,FT,Analyst,172000,North America,0,North America,M
MI,FT,Research Scientist,100400,North America,0,North America,L
MI,FT,Software Engineer,248700,North America,0,North America,M
EN,FT,Analyst,104000,North America,0,North America,M
SE,FT,Software Engineer,206315,North America,0,North America,M
SE,FT,Machine Learning Engineer,194100,North America,0,North America,M
SE,FT,Engineer,170560,North America,0,North America,M
MI,FT,Engineer,112500,North America,0,North America,L
EN,FT,Analyst,138000,North America,0,North America,M
SE,FT,Software Engineer,220000,North America,0,North America,M
SE,FT,Software Engineer,112500,North America,0,North America,M
SE,FT,Software Engineer,121500,North America,100,North America,M
MI,FT,Data Engineer,93000,North America,0,North America,M
MI,FT,Research Scientist,180000,North America,0,North America,M
SE,FT,Software Engineer,139000,North America,0,North America,M
MI,FT,Manager,155000,North America,0,North America,M
SE,FT,Data Architect,130920,North America,0,North America,M
SE,FT,Data Engineer,266875,North America,0,North America,M
MI,FT,Data Scientist,206258,North America,0,North America,M
MI,FT,Data Engineer,135285,North America,0,North America,M
MI,FT,Machine Learning Engineer,250000,Europe,0,Europe,M
SE,FT,Data Analyst,61538,North America,0,North America,M
SE,FT,Manager,199000,North America,0,North America,M
MI,FT,Manager,99000,North America,0,North America,M
MI,FT,Engineer,76923,North America,0,North America,M
SE,FT,Data Scientist,122600,North America,0,North America,M
MI,FT,Data Scientist,204600,North America,0,North America,M
EN,FT,Data Scientist,110000,North America,0,North America,M
EN,PT,Data Scientist,63162,North America,0,North America,M
SE,FT,Engineer,203000,North America,0,North America,M
EN,FT,Engineer,143200,North America,0,North America,M
EN,FT,Analyst,138278,North America,0,North America,M
SE,FT,Data Scientist,134597,North America,0,North America,M
EN,FT,Data Analyst,37086,Europe,0,Europe,M
SE,FT,Data Scientist,153000,North America,0,North America,M
SE,FT,Data Scientist,238000,North America,0,North America,M
SE,FT,Data Engineer,137100,North America,0,North America,M
SE,FT,Analyst,101800,North America,0,North America,M
MI,FT,Data Engineer,127000,North America,0,North America,M
SE,FT,Machine Learning Engineer,232000,North America,0,North America,M
SE,FT,Data Scientist,193000,North America,0,North America,M
SE,FT,Data Architect,200000,North America,0,North America,M
SE,FT,Data Scientist,233100,North America,0,North America,M
SE,FT,Data Analyst,83600,North America,0,North America,M
SE,FT,Software Engineer,237100,North America,100,North America,M
EN,FT,Research Scientist,280000,North America,0,North America,M
SE,FT,Data Engineer,204250,North America,0,North America,M
EN,FT,Data Analyst,96200,North America,0,North America,M
EN,FT,Data Analyst,46666,Europe,0,Europe,M
MI,FT,Data Scientist,150327,North America,0,North America,M
MI,FT,Data Scientist,192386,North America,0,North America,M
SE,FT,Engineer,89600,North America,0,North America,L
SE,FT,Manager,266000,North America,0,North America,M
MI,FT,Software Engineer,170000,North America,100,North America,M
MI,FT,Software Engineer,160330,North America,0,North America,M
MI,FT,Data Scientist,145580,North America,100,North America,M
EN,FT,Data Engineer,177000,North America,0,North America,M
SE,FT,Data Architect,119500,North America,100,North America,M
MI,FT,Engineer,64000,North America,0,North America,M
SE,FT,Data Analyst,214800,North America,0,North America,M
MI,FT,Data Scientist,119800,North America,100,North America,M
EN,FT,Data Analyst,170000,North America,0,North America,M
SE,FT,Data Engineer,141440,North America,0,North America,M
EN,FT,Data Analyst,85300,North America,0,North America,M
SE,FT,Data Architect,56250,Europe,0,Europe,M
MI,FT,Software Engineer,173301,North America,0,North America,M
MI,FT,Data Engineer,46500,Europe,0,Europe,M
SE,FT,Machine Learning Engineer,159000,North America,100,North America,M
MI,FT,Data Analyst,109800,North America,0,North America,M
SE,FT,Data Scientist,168630,North America,100,North America,M
MI,FT,Manager,225500,North America,0,North America,M
MI,FT,Machine Learning Engineer,206690,North America,0,North America,M
MI,FT,Data Scientist,195000,North America,100,North America,M
SE,FT,Data Architect,224100,North America,0,North America,M
MI,FT,Software Engineer,139577,North America,0,North America,M
MI,FT,Manager,141462,North America,0,North America,M
SE,FT,Manager,226800,North America,100,North America,M
SE,FT,Machine Learning Engineer,100100,North America,0,North America,M
EN,FT,Data Analyst,59018,Europe,0,Europe,M
MI,FT,Machine Learning Engineer,250600,North America,0,North America,M
SE,FT,Data Scientist,119700,Europe,0,Europe,M
SE,FT,Software Engineer,143200,North America,0,North America,M
SE,FT,Data Scientist,305000,North America,0,North America,M
SE,FT,Engineer,96800,North America,0,North America,M
MI,FT,Data Scientist,188500,North America,0,North America,M
MI,FT,Data Scientist,120800,North America,0,North America,M
EN,FT,Data Analyst,94068,North America,0,North America,M
SE,FT,Software Engineer,122400,North America,0,North America,M
SE,FT,Data Engineer,97335,North America,0,North America,M
SE,FT,Data Analyst,126500,North America,0,North America,M
SE,FT,Software Engineer,213150,North America,0,North America,M
MI,FT,Research Scientist,138900,North America,0,North America,M
SE,FT,Software Engineer,153000,North America,100,North America,M
SE,FT,Data Scientist,228267,North America,100,North America,M
SE,FT,Engineer,192000,North America,0,North America,M
MI,FT,Engineer,136000,North America,0,North America,M
MI,FT,Software Engineer,102400,North America,0,North America,M
MI,FT,Machine Learning Engineer,128600,North America,0,North America,M
MI,FT,Research Scientist,117000,North America,0,North America,M
MI,FT,Data Scientist,103600,North America,0,North America,M
MI,FT,Manager,91000,North America,0,North America,M
EN,PT,Data Scientist,133000,North America,0,North America,M
SE,FT,Software Engineer,129264,North America,100,North America,M
SE,FT,Software Engineer,166000,North America,0,North America,M
SE,FT,Data Scientist,116666,Europe,0,Europe,M
MI,FT,Engineer,80000,North America,0,North America,M
SE,FT,Software Engineer,175662,North America,0,North America,M
MI,FT,Data Scientist,73333,Oceania,0,Oceania,M
SE,FT,Engineer,183300,North America,0,North America,M
MI,FT,Manager,193000,North America,0,North America,M
EN,FT,Data Analyst,64600,North America,0,North America,M
MI,FT,Machine Learning Engineer,135400,North America,0,North America,M
SE,FT,Software Engineer,227299,North America,100,North America,M
SE,FT,Analyst,181800,North America,0,North America,M
SE,FT,Data Engineer,287000,Europe,0,Europe,M
SE,FT,Data Scientist,119800,North America,0,North America,M
SE,FT,Analyst,125760,North America,0,North America,M
SE,FT,Manager,103500,North America,0,North America,M
SE,FT,Engineer,230000,North America,100,North America,M
SE,FT,Research Scientist,176700,North America,0,North America,M
SE,FT,Manager,110000,Asia,0,Asia,M
EN,FT,Data Analyst,155000,North America,0,North America,M
SE,FT,Data Scientist,140200,North America,0,North America,M
MI,FT,Engineer,180200,North America,0,North America,M
MI,FT,Data Scientist,69100,North America,0,North America,M
MI,FT,Data Engineer,184900,North America,0,North America,M
MI,FT,Data Engineer,47500,Europe,100,Europe,M
MI,FT,Research Scientist,204000,North America,0,North America,M
MI,FT,Engineer,75000,North America,100,North America,M
MI,FT,Machine Learning Engineer,72100,North America,0,North America,M
SE,FT,Data Engineer,160943,North America,100,North America,M
EN,FT,Data Analyst,73332,North America,100,North America,M
MI,FT,Data Scientist,198853,North America,0,North America,M
SE,FT,Data Scientist,127300,North America,0,North America,L
MI,FT,Data Analyst,140000,North America,0,North America,M
MI,FT,Data Engineer,98000,North America,100,North America,M
SE,FT,Data Analyst,133300,North America,100,North America,M
SE,FT,Manager,250200,North America,0,North America,M
SE,FT,Machine Learning Engineer,265000,North America,0,North America,M
MI,FT,Engineer,127000,North America,0,North America,M
EN,FT,Data Scientist,90000,North America,0,North America,M
SE,FT,Machine Learning Engineer,253692,North America,100,North America,M
SE,FT,Data Engineer,182054,North America,100,North America,M
SE,FT,Software Engineer,233856,North America,0,North America,M
MI,FT,Manager,156000,North America,0,North America,M
SE,FT,Data Analyst,159300,North America,100,North America,M
EN,FT,Data Analyst,47433,North America,0,North America,M
EN,FT,Data Analyst,208578,North America,0,North America,M
EX,FT,Engineer,210000,North America,0,North America,M
SE,FT,Analyst,65000,North America,0,North America,M
MI,FT,Data Scientist,210000,North America,100,North America,M
SE,FT,Data Scientist,268000,North America,100,North America,M
MI,FT,Manager,181800,North America,0,North America,M
MI,FT,Software Engineer,240000,North America,0,North America,M
SE,FT,Machine Learning Engineer,97700,North America,0,North America,M
MI,FT,Data Scientist,187200,North America,0,North America,M
SE,FT,Engineer,86300,North America,0,North America,M
SE,FT,Data Engineer,283800,North America,100,North America,M
SE,FT,Data Engineer,240050,North America,100,North America,M
SE,FT,Software Engineer,114000,North America,0,North America,M
SE,FT,Engineer,107600,North America,100,North America,L
SE,FT,Machine Learning Engineer,157476,North America,100,North America,M
EX,FT,Data Architect,210000,North America,100,North America,M
SE,FT,Data Scientist,139200,North America,100,North America,M
MI,FT,Machine Learning Engineer,280000,North America,0,North America,M
SE,FT,Engineer,205000,North America,100,North America,M
SE,FT,Engineer,77250,North America,0,North America,M
MI,FT,Software Engineer,81250,North America,0,North America,M
EN,FT,Data Analyst,62500,Europe,0,Europe,M
SE,FT,Software Engineer,211500,North America,100,North America,M
MI,FT,Data Analyst,60000,North America,100,North America,M
MI,FT,Data Scientist,54000,North America,0,North America,M
SE,FT,Data Scientist,130000,North America,0,North America,M
EN,FT,Software Engineer,135000,North America,0,North America,M
SE,FT,Data Engineer,169000,North America,0,North America,M
SE,FT,Data Analyst,197100,North America,100,North America,M
MI,FT,Data Engineer,199600,North America,0,North America,M
SE,FT,Data Engineer,233200,North America,0,North America,M
SE,FT,Data Engineer,128656,North America,0,North America,M
SE,FT,Manager,178600,North America,0,North America,M
SE,FT,Data Engineer,187300,North America,100,North America,M
EX,FT,Data Engineer,292200,North America,0,North America,M
MI,FT,Data Scientist,247200,North America,0,North America,M
SE,FT,Data Analyst,102000,North America,0,North America,M
SE,FT,Machine Learning Engineer,177300,North America,100,North America,M
EX,FT,Data Scientist,173500,North America,0,North America,M
MI,FT,Software Engineer,175644,North America,0,North America,M
EN,FT,Data Analyst,53100,North America,0,North America,M
SE,FT,Engineer,274800,North America,0,North America,M
SE,FT,Software Engineer,204600,North America,0,North America,M
MI,FT,Data Scientist,78146,North America,0,North America,M
EN,FT,Engineer,40000,Europe,0,Europe,M
MI,FT,Data Engineer,178090,North America,100,North America,M
EN,PT,Data Analyst,74250,North America,0,North America,M
MI,FT,Data Scientist,87190,North America,0,North America,M
EN,FT,Data Analyst,77201,North America,0,North America,M
MI,FT,Software Engineer,280000,North America,0,North America,M
EN,FT,Data Analyst,81000,North America,0,North America,M
SE,FT,Manager,209000,North America,0,North America,M
EN,FT,Analyst,64000,North America,0,North America,M
EN,FT,Data Scientist,137400,North America,0,North America,M
SE,FT,Data Scientist,166698,North America,0,North America,M
SE,FT,Machine Learning Engineer,200070,North America,0,North America,M
SE,FT,Machine Learning Engineer,192625,Europe,0,Europe,M
EN,FT,Engineer,220000,North America,0,North America,M
MI,FT,Data Engineer,68000,North America,0,North America,M
MI,FT,Data Scientist,212500,North America,0,North America,M
MI,FT,Data Analyst,82867,North America,0,North America,M
SE,FT,Machine Learning Engineer,81333,Europe,0,Europe,M
EN,FT,Data Analyst,85000,Europe,0,Europe,M
EX,FT,Data Analyst,68000,North America,0,North America,M
MI,FT,Software Engineer,62100,North America,0,North America,M
MI,FT,Engineer,162000,North America,0,North America,M
SE,FT,Data Scientist,312444,North America,0,North America,M
MI,FT,Data Scientist,166600,North America,0,North America,M
SE,FT,Data Scientist,97500,North America,0,North America,L
SE,FT,Software Engineer,315000,North America,0,North America,M
SE,FT,Machine Learning Engineer,234000,North America,0,North America,M
EX,FT,Data Engineer,176000,North America,100,North America,M
SE,FT,Research Scientist,131500,North America,0,North America,M
EN,FT,Data Analyst,70000,North America,100,North America,M
SE,FT,Data Scientist,203940,North America,0,North America,M
SE,FT,Manager,284000,North America,0,North America,M
SE,FT,Data Architect,131631,North America,100,North America,M
SE,FT,Software Engineer,148049,North America,100,North America,M
MI,FT,Manager,145000,North America,0,North America,M
SE,FT,Data Engineer,235000,North America,100,North America,M
SE,FT,Machine Learning Engineer,254000,North America,0,North America,M
SE,FT,Data Scientist,329000,North America,0,North America,M
MI,FT,Data Engineer,111826,Europe,0,Europe,M
SE,FT,Machine Learning Engineer,136125,North America,0,North America,M
EN,FT,Data Analyst,40000,Europe,0,Europe,M
MI,FT,Engineer,145700,North America,0,North America,M
SE,FT,Machine Learning Engineer,137496,South America,100,South America,M
MI,FT,Data Scientist,170450,North America,0,North America,M
EN,FT,Data Analyst,83333,Europe,0,Europe,M
EN,FT,Data Analyst,45864,North America,100,North America,M
EN,FT,Data Scientist,156000,North America,0,North America,L
SE,FT,Manager,193995,North America,100,North America,M
SE,FT,Machine Learning Engineer,260400,North America,0,North America,M
SE,FT,Software Engineer,206661,North America,0,North America,M
SE,FT,Data Engineer,102200,North America,100,North America,M
MI,FT,Data Scientist,102750,North America,0,North America,M
EX,FT,Data Engineer,170000,North America,0,North America,M
EN,FT,Data Scientist,92000,North America,0,North America,M
SE,FT,Data Engineer,123200,North America,100,North America,M
MI,FT,Data Engineer,211980,North America,0,North America,M
MI,FT,Software Engineer,235000,Oceania,0,Oceania,M
SE,FT,Machine Learning Engineer,140000,North America,100,North America,M
SE,FT,Machine Learning Engineer,182222,Europe,0,Europe,M
EX,FT,Engineer,180000,North America,0,North America,M
SE,FT,Machine Learning Engineer,151968,North America,0,North America,M
MI,FT,Data Engineer,70000,South America,100,South America,M
MI,FT,Engineer,86250,North America,0,North America,M
SE,FT,Engineer,108800,North America,0,North America,M
EN,FT,Data Engineer,156100,North America,0,North America,M
SE,FT,Software Engineer,228790,North America,0,North America,M
SE,FT,Machine Learning Engineer,135200,North America,0,North America,M
MI,FT,Software Engineer,189000,North America,0,North America,M
SE,FT,Data Analyst,100756,North America,0,North America,M
MI,FT,Data Analyst,37870,Europe,0,Europe,M
SE,FT,Machine Learning Engineer,201960,North America,0,North America,M
SE,FT,Engineer,145000,North America,100,North America,M
SE,FT,Software Engineer,131500,North America,0,North America,M
MI,FT,Manager,146000,North America,0,North America,M
MI,FT,Data Scientist,140000,North America,100,North America,L
EX,FT,Data Engineer,334075,North America,0,North America,M
EN,FT,Software Engineer,237500,North America,0,North America,M
EN,FT,Data Scientist,44850,North America,100,North America,M
SE,FT,Machine Learning Engineer,115555,Europe,100,Europe,M
SE,FT,Software Engineer,283500,North America,0,North America,M
MI,FT,Software Engineer,112000,North America,0,North America,M
SE,FT,Engineer,175800,North America,0,North America,M
EX,FT,Machine Learning Engineer,220000,North America,100,North America,M
SE,FT,Data Scientist,201650,North America,0,North America,M
SE,FT,Analyst,150000,North America,0,North America,M
EN,FT,Data Scientist,180000,North America,0,North America,M
SE,FT,Engineer,180500,North America,100,North America,M
SE,FT,Manager,137600,North America,0,North America,M
EN,FT,Data Engineer,90300,North America,0,North America,M
EN,FT,Machine Learning Engineer,112320,North America,0,North America,M
MI,FT,Machine Learning Engineer,117200,North America,0,North America,M
SE,FT,Data Engineer,75600,Europe,0,Europe,M
MI,FT,Engineer,154000,North America,0,North America,M
MI,FT,Manager,86462,North America,0,North America,M
SE,FT,Engineer,207000,North America,0,North America,M
EN,FT,Analyst,58800,North America,0,North America,M
EX,FT,Data Engineer,200500,North America,0,North America,M
SE,FT,Data Engineer,170955,North America,0,North America,M
MI,FT,Manager,123178,North America,0,North America,M
MI,FT,Data Scientist,55000,North America,0,North America,M
MI,FT,Data Analyst,69800,North America,0,North America,M
SE,FT,Data Scientist,226000,North America,0,North America,M
SE,FT,Data Analyst,52000,North America,0,North America,M
SE,FT,Data Engineer,230800,North America,100,North America,M
SE,FT,Data Scientist,158680,North America,0,North America,M
SE,FT,Data Architect,97100,North America,0,North America,M
MI,FT,Manager,117200,North America,0,North America,M
MI,FT,Data Scientist,80766,North America,0,North America,M
SE,FT,Data Engineer,96200,North America,0,North America,M
MI,FT,Research Scientist,165000,North America,0,North America,M
SE,FT,Data Engineer,148282,North America,0,North America,M
MI,FT,Manager,187000,North America,0,North America,M
SE,FT,Data Engineer,254000,North America,0,North America,M
MI,FT,Data Scientist,94444,Europe,0,Europe,M
MI,FT,Data Engineer,71500,North America,0,North America,M
SE,FT,Data Analyst,118575,North America,0,North America,M
SE,FT,Data Scientist,114557,North America,0,North America,L
SE,FT,Data Analyst,179800,North America,0,North America,M
SE,FT,Data Scientist,119213,North America,100,North America,M
SE,FT,Engineer,111300,North America,0,North America,M
SE,FT,Manager,200000,North America,0,North America,M
SE,FT,Engineer,177000,North America,0,North America,M
SE,FT,Machine Learning Engineer,112200,North America,0,North America,M
SE,FT,Data Analyst,175520,North America,0,North America,M
SE,FT,Data Scientist,153000,North America,100,North America,M
MI,FT,Machine Learning Engineer,259200,North America,0,North America,M
SE,FT,Data Analyst,132000,North America,0,North America,M
SE,FT,Data Scientist,220000,Africa,0,Africa,M
SE,FT,Data Scientist,102193,North America,0,North America,M
SE,FT,Data Scientist,177700,North America,0,North America,M
SE,FT,Data Scientist,282900,North America,0,North America,M
MI,FT,Machine Learning Engineer,131500,North America,0,North America,M
MI,FT,Manager,200500,North America,0,North America,M
SE,FT,Data Analyst,138800,North America,0,North America,M
MI,FT,Data Engineer,87220,North America,100,North America,M
SE,FT,Software Engineer,140600,North America,0,North America,M
SE,FT,Software Engineer,110128,North America,100,North America,M
SE,FT,Data Scientist,102000,North America,0,North America,M
MI,FT,Data Scientist,96412,North America,0,North America,M
SE,FT,Engineer,158000,North America,100,North America,M
SE,FT,Machine Learning Engineer,333500,North America,0,North America,M
SE,FT,Software Engineer,145600,North America,100,North America,M
SE,FT,Data Engineer,110400,North America,100,North America,M
SE,FT,Data Scientist,121100,North America,0,North America,M
SE,FT,Data Scientist,324000,North America,100,North America,M
EN,FT,Data Analyst,56514,North America,0,North America,M
EN,FT,Data Engineer,95000,North America,0,North America,M
MI,FT,Data Engineer,112872,North America,0,North America,M
